TUCASEID,newAct,remote,TUACTDUR24
20180303180679,Sleeping,Non-remote,405.0
20180303180679,Socialising & relaxing,Non-remote,195.0
20180303180679,Travelling,Non-remote,65.0
20180303180679,Working,Non-remote,455.0
20180303180795,Doing housework,Non-remote,0.0
20180303180795,Eating & Drinking,Non-remote,25.0
20180303180795,Exercising,Non-remote,0.0
20180303180795,Sleeping,Non-remote,617.0
20180303180795,Socialising & relaxing,Non-remote,165.0
20180303180795,Travelling,Non-remote,40.0
20180303180795,Working,Non-remote,450.0
20180303181013,Doing housework,Non-remote,0.0
20180303181013,Eating & Drinking,Non-remote,61.0
20180303181013,Exercising,Non-remote,0.0
20180303181013,Sleeping,Non-remote,600.0
20180303181013,Socialising & relaxing,Non-remote,189.0
20180303181013,Travelling,Non-remote,96.0
20180303181013,Working,Non-remote,60.0
20180303181027,Doing housework,Non-remote,0.0
20180303181027,Eating & Drinking,Non-remote,15.0
20180303181027,Exercising,Non-remote,0.0
20180303181027,Sleeping,Non-remote,450.0
20180303181027,Socialising & relaxing,Non-remote,155.0
20180303181027,Travelling,Non-remote,67.0
20180303181027,Working,Non-remote,673.0
20180303181108,Doing housework,Remote,60.0
20180303181108,Eating & Drinking,Remote,0.0
20180303181108,Exercising,Remote,0.0
20180303181108,Sleeping,Remote,555.0
20180303181108,Socialising & relaxing,Remote,60.0
20180303181108,Travelling,Remote,85.0
20180303181108,Working,Remote,90.0
20180303181145,Doing housework,Non-remote,15.0
20180303181145,Eating & Drinking,Non-remote,15.0
20180303181145,Exercising,Non-remote,0.0
20180303181145,Sleeping,Non-remote,360.0
20180303181145,Socialising & relaxing,Non-remote,290.0
20180303181145,Travelling,Non-remote,85.0
20180303181145,Working,Non-remote,510.0
20180303181315,Doing housework,Non-remote,0.0
20180303181315,Eating & Drinking,Non-remote,30.0
20180303181315,Exercising,Non-remote,0.0
20180303181315,Sleeping,Non-remote,420.0
20180303181315,Socialising & relaxing,Non-remote,205.0
20180303181315,Travelling,Non-remote,50.0
20180303181315,Working,Non-remote,660.0
20180303181521,Doing housework,Non-remote,0.0
20180303181521,Eating & Drinking,Non-remote,30.0
20180303181521,Exercising,Non-remote,60.0
20180303181521,Sleeping,Non-remote,530.0
20180303181521,Socialising & relaxing,Non-remote,120.0
20180303181521,Travelling,Non-remote,80.0
20180303181521,Working,Non-remote,590.0
20180303181579,Doing housework,Non-remote,60.0
20180303181579,Eating & Drinking,Non-remote,60.0
20180303181579,Exercising,Non-remote,0.0
20180303181579,Sleeping,Non-remote,570.0
20180303181579,Socialising & relaxing,Non-remote,152.0
20180303181579,Travelling,Non-remote,6.0
20180303181579,Working,Non-remote,58.0
20180303181665,Doing housework,Remote,0.0
20180303181665,Eating & Drinking,Remote,30.0
20180303181665,Exercising,Remote,0.0
20180303181665,Sleeping,Remote,480.0
20180303181665,Socialising & relaxing,Remote,160.0
20180303181665,Travelling,Remote,20.0
20180303181665,Working,Remote,630.0
20180303181673,Doing housework,Non-remote,0.0
20180303181673,Eating & Drinking,Non-remote,40.0
20180303181673,Exercising,Non-remote,0.0
20180303181673,Sleeping,Non-remote,330.0
20180303181673,Socialising & relaxing,Non-remote,429.0
20180303181673,Travelling,Non-remote,35.0
20180303181673,Working,Non-remote,545.0
20180303182096,Doing housework,Non-remote,120.0
20180303182096,Eating & Drinking,Non-remote,120.0
20180303182096,Exercising,Non-remote,0.0
20180303182096,Sleeping,Non-remote,360.0
20180303182096,Socialising & relaxing,Non-remote,225.0
20180303182096,Travelling,Non-remote,70.0
20180303182096,Working,Non-remote,440.0
20180303182243,Doing housework,Remote,0.0
20180303182243,Eating & Drinking,Remote,0.0
20180303182243,Exercising,Remote,90.0
20180303182243,Sleeping,Remote,399.0
20180303182243,Socialising & relaxing,Remote,120.0
20180303182243,Travelling,Remote,16.0
20180303182243,Working,Remote,240.0
20180303182452,Doing housework,Non-remote,0.0
20180303182452,Eating & Drinking,Non-remote,175.0
20180303182452,Exercising,Non-remote,0.0
20180303182452,Sleeping,Non-remote,360.0
20180303182452,Socialising & relaxing,Non-remote,160.0
20180303182452,Travelling,Non-remote,50.0
20180303182452,Working,Non-remote,475.0
20180303182461,Doing housework,Non-remote,0.0
20180303182461,Eating & Drinking,Non-remote,80.0
20180303182461,Exercising,Non-remote,0.0
20180303182461,Sleeping,Non-remote,535.0
20180303182461,Socialising & relaxing,Non-remote,30.0
20180303182461,Travelling,Non-remote,80.0
20180303182461,Working,Non-remote,450.0
20180303182490,Doing housework,Non-remote,0.0
20180303182490,Eating & Drinking,Non-remote,20.0
20180303182490,Exercising,Non-remote,45.0
20180303182490,Sleeping,Non-remote,460.0
20180303182490,Socialising & relaxing,Non-remote,50.0
20180303182490,Travelling,Non-remote,80.0
20180303182490,Working,Non-remote,560.0
20180303182515,Doing housework,Non-remote,0.0
20180303182515,Eating & Drinking,Non-remote,0.0
20180303182515,Exercising,Non-remote,0.0
20180303182515,Sleeping,Non-remote,570.0
20180303182515,Socialising & relaxing,Non-remote,55.0
20180303182515,Travelling,Non-remote,143.0
20180303182515,Working,Non-remote,455.0
20180401180680,Doing housework,Non-remote,95.0
20180401180680,Eating & Drinking,Non-remote,90.0
20180401180680,Exercising,Non-remote,0.0
20180401180680,Sleeping,Non-remote,450.0
20180401180680,Socialising & relaxing,Non-remote,210.0
20180401180680,Travelling,Non-remote,50.0
20180401180680,Working,Non-remote,485.0
20180402180047,Doing housework,Non-remote,0.0
20180402180047,Eating & Drinking,Non-remote,50.0
20180402180047,Exercising,Non-remote,0.0
20180402180047,Sleeping,Non-remote,480.0
20180402180047,Socialising & relaxing,Non-remote,85.0
20180402180047,Travelling,Non-remote,160.0
20180402180047,Working,Non-remote,440.0
20180402180603,Doing housework,Non-remote,145.0
20180402180603,Eating & Drinking,Non-remote,120.0
20180402180603,Exercising,Non-remote,0.0
20180402180603,Sleeping,Non-remote,405.0
20180402180603,Socialising & relaxing,Non-remote,68.0
20180402180603,Travelling,Non-remote,24.0
20180402180603,Working,Non-remote,483.0
20180402180685,Doing housework,Non-remote,0.0
20180402180685,Eating & Drinking,Non-remote,80.0
20180402180685,Exercising,Non-remote,0.0
20180402180685,Sleeping,Non-remote,510.0
20180402180685,Socialising & relaxing,Non-remote,160.0
20180402180685,Travelling,Non-remote,30.0
20180402180685,Working,Non-remote,480.0
20180402180764,Doing housework,Non-remote,0.0
20180402180764,Eating & Drinking,Non-remote,73.0
20180402180764,Exercising,Non-remote,0.0
20180402180764,Sleeping,Non-remote,395.0
20180402180764,Socialising & relaxing,Non-remote,15.0
20180402180764,Travelling,Non-remote,75.0
20180402180764,Working,Non-remote,760.0
20180402180766,Doing housework,Non-remote,0.0
20180402180766,Eating & Drinking,Non-remote,60.0
20180402180766,Exercising,Non-remote,0.0
20180402180766,Sleeping,Non-remote,465.0
20180402180766,Socialising & relaxing,Non-remote,60.0
20180402180766,Travelling,Non-remote,50.0
20180402180766,Working,Non-remote,495.0
20180402181029,Doing housework,Non-remote,0.0
20180402181029,Eating & Drinking,Non-remote,10.0
20180402181029,Exercising,Non-remote,0.0
20180402181029,Sleeping,Non-remote,650.0
20180402181029,Socialising & relaxing,Non-remote,150.0
20180402181029,Travelling,Non-remote,25.0
20180402181029,Working,Non-remote,505.0
20180402181082,Doing housework,Non-remote,0.0
20180402181082,Eating & Drinking,Non-remote,107.0
20180402181082,Exercising,Non-remote,0.0
20180402181082,Sleeping,Non-remote,413.0
20180402181082,Socialising & relaxing,Non-remote,60.0
20180402181082,Travelling,Non-remote,40.0
20180402181082,Working,Non-remote,652.0
20180402181218,Doing housework,Non-remote,0.0
20180402181218,Eating & Drinking,Non-remote,20.0
20180402181218,Exercising,Non-remote,0.0
20180402181218,Sleeping,Non-remote,410.0
20180402181218,Socialising & relaxing,Non-remote,0.0
20180402181218,Travelling,Non-remote,120.0
20180402181218,Working,Non-remote,780.0
20180402181301,Doing housework,Non-remote,0.0
20180402181301,Eating & Drinking,Non-remote,60.0
20180402181301,Exercising,Non-remote,0.0
20180402181301,Sleeping,Non-remote,550.0
20180402181301,Socialising & relaxing,Non-remote,70.0
20180402181301,Travelling,Non-remote,40.0
20180402181301,Working,Non-remote,498.0
20180402181398,Doing housework,Non-remote,0.0
20180402181398,Eating & Drinking,Non-remote,20.0
20180402181398,Exercising,Non-remote,0.0
20180402181398,Sleeping,Non-remote,0.0
20180402181398,Socialising & relaxing,Non-remote,0.0
20180402181398,Travelling,Non-remote,90.0
20180402181398,Working,Non-remote,1300.0
20180402181399,Doing housework,Non-remote,0.0
20180402181399,Eating & Drinking,Non-remote,120.0
20180402181399,Exercising,Non-remote,0.0
20180402181399,Sleeping,Non-remote,480.0
20180402181399,Socialising & relaxing,Non-remote,90.0
20180402181399,Travelling,Non-remote,120.0
20180402181399,Working,Non-remote,600.0
20180402181491,Doing housework,Remote,0.0
20180402181491,Eating & Drinking,Remote,30.0
20180402181491,Exercising,Remote,0.0
20180402181491,Sleeping,Remote,405.0
20180402181491,Socialising & relaxing,Remote,120.0
20180402181491,Travelling,Remote,120.0
20180402181491,Working,Remote,660.0
20180402181615,Doing housework,Remote,0.0
20180402181615,Eating & Drinking,Remote,125.0
20180402181615,Exercising,Remote,0.0
20180402181615,Sleeping,Remote,450.0
20180402181615,Socialising & relaxing,Remote,40.0
20180402181615,Travelling,Remote,30.0
20180402181615,Working,Remote,490.0
20180402181649,Doing housework,Remote,0.0
20180402181649,Eating & Drinking,Remote,30.0
20180402181649,Exercising,Remote,0.0
20180402181649,Sleeping,Remote,360.0
20180402181649,Socialising & relaxing,Remote,330.0
20180402181649,Travelling,Remote,66.0
20180402181649,Working,Remote,270.0
20180402181693,Doing housework,Non-remote,150.0
20180402181693,Eating & Drinking,Non-remote,40.0
20180402181693,Exercising,Non-remote,0.0
20180402181693,Sleeping,Non-remote,385.0
20180402181693,Socialising & relaxing,Non-remote,30.0
20180402181693,Travelling,Non-remote,60.0
20180402181693,Working,Non-remote,660.0
20180402181717,Doing housework,Non-remote,0.0
20180402181717,Eating & Drinking,Non-remote,0.0
20180402181717,Exercising,Non-remote,0.0
20180402181717,Sleeping,Non-remote,450.0
20180402181717,Socialising & relaxing,Non-remote,476.0
20180402181717,Travelling,Non-remote,254.0
20180402181717,Working,Non-remote,120.0
20180402181724,Doing housework,Non-remote,0.0
20180402181724,Eating & Drinking,Non-remote,55.0
20180402181724,Exercising,Non-remote,30.0
20180402181724,Sleeping,Non-remote,270.0
20180402181724,Socialising & relaxing,Non-remote,390.0
20180402181724,Travelling,Non-remote,39.0
20180402181724,Working,Non-remote,390.0
20180402181749,Doing housework,Non-remote,0.0
20180402181749,Eating & Drinking,Non-remote,45.0
20180402181749,Exercising,Non-remote,0.0
20180402181749,Sleeping,Non-remote,520.0
20180402181749,Socialising & relaxing,Non-remote,90.0
20180402181749,Travelling,Non-remote,100.0
20180402181749,Working,Non-remote,428.0
20180402181755,Doing housework,Non-remote,0.0
20180402181755,Eating & Drinking,Non-remote,115.0
20180402181755,Exercising,Non-remote,0.0
20180402181755,Sleeping,Non-remote,555.0
20180402181755,Socialising & relaxing,Non-remote,160.0
20180402181755,Travelling,Non-remote,100.0
20180402181755,Working,Non-remote,450.0
20180402181783,Doing housework,Non-remote,47.0
20180402181783,Eating & Drinking,Non-remote,90.0
20180402181783,Exercising,Non-remote,0.0
20180402181783,Sleeping,Non-remote,345.0
20180402181783,Socialising & relaxing,Non-remote,188.0
20180402181783,Travelling,Non-remote,67.0
20180402181783,Working,Non-remote,465.0
20180402181810,Doing housework,Remote,0.0
20180402181810,Eating & Drinking,Remote,95.0
20180402181810,Exercising,Remote,0.0
20180402181810,Sleeping,Remote,465.0
20180402181810,Socialising & relaxing,Remote,30.0
20180402181810,Travelling,Remote,88.0
20180402181810,Working,Remote,426.0
20180402181928,Doing housework,Non-remote,5.0
20180402181928,Eating & Drinking,Non-remote,60.0
20180402181928,Exercising,Non-remote,0.0
20180402181928,Sleeping,Non-remote,420.0
20180402181928,Socialising & relaxing,Non-remote,111.0
20180402181928,Travelling,Non-remote,10.0
20180402181928,Working,Non-remote,695.0
20180402181958,Doing housework,Non-remote,0.0
20180402181958,Eating & Drinking,Non-remote,30.0
20180402181958,Exercising,Non-remote,0.0
20180402181958,Sleeping,Non-remote,435.0
20180402181958,Socialising & relaxing,Non-remote,160.0
20180402181958,Travelling,Non-remote,170.0
20180402181958,Working,Non-remote,395.0
20180402181963,Doing housework,Non-remote,0.0
20180402181963,Eating & Drinking,Non-remote,60.0
20180402181963,Exercising,Non-remote,0.0
20180402181963,Sleeping,Non-remote,465.0
20180402181963,Socialising & relaxing,Non-remote,90.0
20180402181963,Travelling,Non-remote,70.0
20180402181963,Working,Non-remote,475.0
20180402182026,Doing housework,Non-remote,0.0
20180402182026,Eating & Drinking,Non-remote,35.0
20180402182026,Exercising,Non-remote,0.0
20180402182026,Sleeping,Non-remote,330.0
20180402182026,Socialising & relaxing,Non-remote,355.0
20180402182026,Travelling,Non-remote,65.0
20180402182026,Working,Non-remote,590.0
20180402182059,Doing housework,Non-remote,0.0
20180402182059,Eating & Drinking,Non-remote,30.0
20180402182059,Exercising,Non-remote,0.0
20180402182059,Sleeping,Non-remote,600.0
20180402182059,Socialising & relaxing,Non-remote,170.0
20180402182059,Travelling,Non-remote,95.0
20180402182059,Working,Non-remote,510.0
20180402182078,Doing housework,Non-remote,5.0
20180402182078,Eating & Drinking,Non-remote,5.0
20180402182078,Exercising,Non-remote,0.0
20180402182078,Sleeping,Non-remote,525.0
20180402182078,Socialising & relaxing,Non-remote,217.0
20180402182078,Travelling,Non-remote,63.0
20180402182078,Working,Non-remote,270.0
20180402182121,Doing housework,Non-remote,0.0
20180402182121,Eating & Drinking,Non-remote,20.0
20180402182121,Exercising,Non-remote,0.0
20180402182121,Sleeping,Non-remote,420.0
20180402182121,Socialising & relaxing,Non-remote,185.0
20180402182121,Travelling,Non-remote,85.0
20180402182121,Working,Non-remote,573.0
20180402182139,Doing housework,Non-remote,0.0
20180402182139,Eating & Drinking,Non-remote,50.0
20180402182139,Exercising,Non-remote,0.0
20180402182139,Sleeping,Non-remote,480.0
20180402182139,Socialising & relaxing,Non-remote,192.0
20180402182139,Travelling,Non-remote,36.0
20180402182139,Working,Non-remote,467.0
20180402182141,Doing housework,Non-remote,110.0
20180402182141,Eating & Drinking,Non-remote,10.0
20180402182141,Exercising,Non-remote,0.0
20180402182141,Sleeping,Non-remote,600.0
20180402182141,Socialising & relaxing,Non-remote,50.0
20180402182141,Travelling,Non-remote,19.0
20180402182141,Working,Non-remote,498.0
20180402182146,Doing housework,Non-remote,0.0
20180402182146,Eating & Drinking,Non-remote,120.0
20180402182146,Exercising,Non-remote,0.0
20180402182146,Sleeping,Non-remote,465.0
20180402182146,Socialising & relaxing,Non-remote,90.0
20180402182146,Travelling,Non-remote,45.0
20180402182146,Working,Non-remote,480.0
20180402182219,Doing housework,Non-remote,0.0
20180402182219,Eating & Drinking,Non-remote,80.0
20180402182219,Exercising,Non-remote,0.0
20180402182219,Sleeping,Non-remote,485.0
20180402182219,Socialising & relaxing,Non-remote,270.0
20180402182219,Travelling,Non-remote,31.0
20180402182219,Working,Non-remote,474.0
20180402182431,Doing housework,Remote,240.0
20180402182431,Eating & Drinking,Remote,71.0
20180402182431,Exercising,Remote,60.0
20180402182431,Sleeping,Remote,450.0
20180402182431,Socialising & relaxing,Remote,75.0
20180402182431,Travelling,Remote,4.0
20180402182431,Working,Remote,465.0
20180403180044,Doing housework,Non-remote,40.0
20180403180044,Eating & Drinking,Non-remote,90.0
20180403180044,Exercising,Non-remote,0.0
20180403180044,Sleeping,Non-remote,211.0
20180403180044,Socialising & relaxing,Non-remote,80.0
20180403180044,Travelling,Non-remote,169.0
20180403180044,Working,Non-remote,472.0
20180403180075,Doing housework,Non-remote,0.0
20180403180075,Eating & Drinking,Non-remote,30.0
20180403180075,Exercising,Non-remote,0.0
20180403180075,Sleeping,Non-remote,548.0
20180403180075,Socialising & relaxing,Non-remote,90.0
20180403180075,Travelling,Non-remote,47.0
20180403180075,Working,Non-remote,533.0
20180403180076,Doing housework,Non-remote,0.0
20180403180076,Eating & Drinking,Non-remote,25.0
20180403180076,Exercising,Non-remote,0.0
20180403180076,Sleeping,Non-remote,735.0
20180403180076,Socialising & relaxing,Non-remote,110.0
20180403180076,Travelling,Non-remote,50.0
20180403180076,Working,Non-remote,500.0
20180403180111,Doing housework,Non-remote,0.0
20180403180111,Eating & Drinking,Non-remote,50.0
20180403180111,Exercising,Non-remote,0.0
20180403180111,Sleeping,Non-remote,610.0
20180403180111,Socialising & relaxing,Non-remote,90.0
20180403180111,Travelling,Non-remote,40.0
20180403180111,Working,Non-remote,490.0
20180403180512,Doing housework,Non-remote,0.0
20180403180512,Eating & Drinking,Non-remote,20.0
20180403180512,Exercising,Non-remote,0.0
20180403180512,Sleeping,Non-remote,450.0
20180403180512,Socialising & relaxing,Non-remote,125.0
20180403180512,Travelling,Non-remote,60.0
20180403180512,Working,Non-remote,670.0
20180403180576,Doing housework,Non-remote,0.0
20180403180576,Eating & Drinking,Non-remote,45.0
20180403180576,Exercising,Non-remote,55.0
20180403180576,Sleeping,Non-remote,465.0
20180403180576,Socialising & relaxing,Non-remote,120.0
20180403180576,Travelling,Non-remote,69.0
20180403180576,Working,Non-remote,485.0
20180403180594,Doing housework,Non-remote,90.0
20180403180594,Eating & Drinking,Non-remote,75.0
20180403180594,Exercising,Non-remote,0.0
20180403180594,Sleeping,Non-remote,495.0
20180403180594,Socialising & relaxing,Non-remote,40.0
20180403180594,Travelling,Non-remote,85.0
20180403180594,Working,Non-remote,495.0
20180403180620,Doing housework,Non-remote,0.0
20180403180620,Eating & Drinking,Non-remote,45.0
20180403180620,Exercising,Non-remote,0.0
20180403180620,Sleeping,Non-remote,520.0
20180403180620,Socialising & relaxing,Non-remote,0.0
20180403180620,Travelling,Non-remote,163.0
20180403180620,Working,Non-remote,570.0
20180403180646,Doing housework,Non-remote,0.0
20180403180646,Eating & Drinking,Non-remote,105.0
20180403180646,Exercising,Non-remote,0.0
20180403180646,Sleeping,Non-remote,450.0
20180403180646,Socialising & relaxing,Non-remote,245.0
20180403180646,Travelling,Non-remote,30.0
20180403180646,Working,Non-remote,545.0
20180403180648,Doing housework,Non-remote,0.0
20180403180648,Eating & Drinking,Non-remote,50.0
20180403180648,Exercising,Non-remote,0.0
20180403180648,Sleeping,Non-remote,475.0
20180403180648,Socialising & relaxing,Non-remote,212.0
20180403180648,Travelling,Non-remote,113.0
20180403180648,Working,Non-remote,455.0
20180403180665,Doing housework,Non-remote,0.0
20180403180665,Eating & Drinking,Non-remote,55.0
20180403180665,Exercising,Non-remote,0.0
20180403180665,Sleeping,Non-remote,505.0
20180403180665,Socialising & relaxing,Non-remote,140.0
20180403180665,Travelling,Non-remote,115.0
20180403180665,Working,Non-remote,565.0
20180403180672,Doing housework,Non-remote,0.0
20180403180672,Eating & Drinking,Non-remote,75.0
20180403180672,Exercising,Non-remote,40.0
20180403180672,Sleeping,Non-remote,480.0
20180403180672,Socialising & relaxing,Non-remote,189.0
20180403180672,Travelling,Non-remote,71.0
20180403180672,Working,Non-remote,525.0
20180403180763,Doing housework,Non-remote,0.0
20180403180763,Eating & Drinking,Non-remote,75.0
20180403180763,Exercising,Non-remote,0.0
20180403180763,Sleeping,Non-remote,390.0
20180403180763,Socialising & relaxing,Non-remote,150.0
20180403180763,Travelling,Non-remote,120.0
20180403180763,Working,Non-remote,630.0
20180403180776,Doing housework,Remote,15.0
20180403180776,Eating & Drinking,Remote,80.0
20180403180776,Exercising,Remote,30.0
20180403180776,Sleeping,Remote,450.0
20180403180776,Socialising & relaxing,Remote,120.0
20180403180776,Travelling,Remote,55.0
20180403180776,Working,Remote,390.0
20180403180788,Doing housework,Remote,0.0
20180403180788,Eating & Drinking,Remote,165.0
20180403180788,Exercising,Remote,0.0
20180403180788,Sleeping,Remote,390.0
20180403180788,Socialising & relaxing,Remote,345.0
20180403180788,Travelling,Remote,30.0
20180403180788,Working,Remote,370.0
20180403180790,Doing housework,Non-remote,0.0
20180403180790,Eating & Drinking,Non-remote,70.0
20180403180790,Exercising,Non-remote,0.0
20180403180790,Sleeping,Non-remote,390.0
20180403180790,Socialising & relaxing,Non-remote,350.0
20180403180790,Travelling,Non-remote,60.0
20180403180790,Working,Non-remote,510.0
20180403180797,Doing housework,Non-remote,0.0
20180403180797,Eating & Drinking,Non-remote,95.0
20180403180797,Exercising,Non-remote,0.0
20180403180797,Sleeping,Non-remote,475.0
20180403180797,Socialising & relaxing,Non-remote,165.0
20180403180797,Travelling,Non-remote,57.0
20180403180797,Working,Non-remote,433.0
20180403180799,Doing housework,Non-remote,0.0
20180403180799,Eating & Drinking,Non-remote,90.0
20180403180799,Exercising,Non-remote,60.0
20180403180799,Sleeping,Non-remote,495.0
20180403180799,Socialising & relaxing,Non-remote,140.0
20180403180799,Travelling,Non-remote,70.0
20180403180799,Working,Non-remote,443.0
20180403180851,Doing housework,Non-remote,0.0
20180403180851,Eating & Drinking,Non-remote,45.0
20180403180851,Exercising,Non-remote,0.0
20180403180851,Sleeping,Non-remote,568.0
20180403180851,Socialising & relaxing,Non-remote,0.0
20180403180851,Travelling,Non-remote,60.0
20180403180851,Working,Non-remote,540.0
20180403180864,Doing housework,Non-remote,0.0
20180403180864,Eating & Drinking,Non-remote,135.0
20180403180864,Exercising,Non-remote,0.0
20180403180864,Sleeping,Non-remote,540.0
20180403180864,Socialising & relaxing,Non-remote,446.0
20180403180864,Travelling,Non-remote,34.0
20180403180864,Working,Non-remote,285.0
20180403180891,Doing housework,Non-remote,0.0
20180403180891,Eating & Drinking,Non-remote,120.0
20180403180891,Exercising,Non-remote,0.0
20180403180891,Sleeping,Non-remote,390.0
20180403180891,Socialising & relaxing,Non-remote,168.0
20180403180891,Travelling,Non-remote,110.0
20180403180891,Working,Non-remote,488.0
20180403180899,Doing housework,Remote,0.0
20180403180899,Eating & Drinking,Remote,30.0
20180403180899,Exercising,Remote,0.0
20180403180899,Sleeping,Remote,420.0
20180403180899,Socialising & relaxing,Remote,210.0
20180403180899,Travelling,Remote,0.0
20180403180899,Working,Remote,615.0
20180403180911,Doing housework,Non-remote,45.0
20180403180911,Eating & Drinking,Non-remote,45.0
20180403180911,Exercising,Non-remote,0.0
20180403180911,Sleeping,Non-remote,300.0
20180403180911,Socialising & relaxing,Non-remote,240.0
20180403180911,Travelling,Non-remote,125.0
20180403180911,Working,Non-remote,550.0
20180403180916,Doing housework,Non-remote,0.0
20180403180916,Eating & Drinking,Non-remote,65.0
20180403180916,Exercising,Non-remote,0.0
20180403180916,Sleeping,Non-remote,449.0
20180403180916,Socialising & relaxing,Non-remote,90.0
20180403180916,Travelling,Non-remote,72.0
20180403180916,Working,Non-remote,471.0
20180403180945,Doing housework,Non-remote,0.0
20180403180945,Eating & Drinking,Non-remote,60.0
20180403180945,Exercising,Non-remote,30.0
20180403180945,Sleeping,Non-remote,600.0
20180403180945,Socialising & relaxing,Non-remote,135.0
20180403180945,Travelling,Non-remote,40.0
20180403180945,Working,Non-remote,480.0
20180403180950,Doing housework,Non-remote,0.0
20180403180950,Eating & Drinking,Non-remote,40.0
20180403180950,Exercising,Non-remote,0.0
20180403180950,Sleeping,Non-remote,433.0
20180403180950,Socialising & relaxing,Non-remote,30.0
20180403180950,Travelling,Non-remote,102.0
20180403180950,Working,Non-remote,785.0
20180403180955,Doing housework,Non-remote,0.0
20180403180955,Eating & Drinking,Non-remote,85.0
20180403180955,Exercising,Non-remote,35.0
20180403180955,Sleeping,Non-remote,475.0
20180403180955,Socialising & relaxing,Non-remote,195.0
20180403180955,Travelling,Non-remote,65.0
20180403180955,Working,Non-remote,483.0
20180403180956,Doing housework,Remote,20.0
20180403180956,Eating & Drinking,Remote,70.0
20180403180956,Exercising,Remote,0.0
20180403180956,Sleeping,Remote,540.0
20180403180956,Socialising & relaxing,Remote,75.0
20180403180956,Travelling,Remote,210.0
20180403180956,Working,Remote,30.0
20180403180963,Doing housework,Remote,130.0
20180403180963,Eating & Drinking,Remote,60.0
20180403180963,Exercising,Remote,0.0
20180403180963,Sleeping,Remote,550.0
20180403180963,Socialising & relaxing,Remote,255.0
20180403180963,Travelling,Remote,85.0
20180403180963,Working,Remote,60.0
20180403180978,Doing housework,Non-remote,150.0
20180403180978,Eating & Drinking,Non-remote,110.0
20180403180978,Exercising,Non-remote,0.0
20180403180978,Sleeping,Non-remote,355.0
20180403180978,Socialising & relaxing,Non-remote,60.0
20180403180978,Travelling,Non-remote,50.0
20180403180978,Working,Non-remote,475.0
20180403180999,Doing housework,Non-remote,0.0
20180403180999,Eating & Drinking,Non-remote,40.0
20180403180999,Exercising,Non-remote,0.0
20180403180999,Sleeping,Non-remote,470.0
20180403180999,Socialising & relaxing,Non-remote,160.0
20180403180999,Travelling,Non-remote,40.0
20180403180999,Working,Non-remote,630.0
20180403181026,Doing housework,Non-remote,0.0
20180403181026,Eating & Drinking,Non-remote,30.0
20180403181026,Exercising,Non-remote,30.0
20180403181026,Sleeping,Non-remote,524.0
20180403181026,Socialising & relaxing,Non-remote,125.0
20180403181026,Travelling,Non-remote,95.0
20180403181026,Working,Non-remote,495.0
20180403181049,Doing housework,Non-remote,0.0
20180403181049,Eating & Drinking,Non-remote,135.0
20180403181049,Exercising,Non-remote,60.0
20180403181049,Sleeping,Non-remote,340.0
20180403181049,Socialising & relaxing,Non-remote,120.0
20180403181049,Travelling,Non-remote,155.0
20180403181049,Working,Non-remote,420.0
20180403181060,Doing housework,Non-remote,0.0
20180403181060,Eating & Drinking,Non-remote,65.0
20180403181060,Exercising,Non-remote,0.0
20180403181060,Sleeping,Non-remote,715.0
20180403181060,Socialising & relaxing,Non-remote,40.0
20180403181060,Travelling,Non-remote,53.0
20180403181060,Working,Non-remote,482.0
20180403181067,Doing housework,Non-remote,0.0
20180403181067,Eating & Drinking,Non-remote,10.0
20180403181067,Exercising,Non-remote,0.0
20180403181067,Sleeping,Non-remote,480.0
20180403181067,Socialising & relaxing,Non-remote,60.0
20180403181067,Travelling,Non-remote,54.0
20180403181067,Working,Non-remote,608.0
20180403181069,Doing housework,Non-remote,0.0
20180403181069,Eating & Drinking,Non-remote,7.0
20180403181069,Exercising,Non-remote,0.0
20180403181069,Sleeping,Non-remote,540.0
20180403181069,Socialising & relaxing,Non-remote,168.0
20180403181069,Travelling,Non-remote,25.0
20180403181069,Working,Non-remote,500.0
20180403181083,Doing housework,Non-remote,0.0
20180403181083,Eating & Drinking,Non-remote,20.0
20180403181083,Exercising,Non-remote,0.0
20180403181083,Sleeping,Non-remote,435.0
20180403181083,Socialising & relaxing,Non-remote,213.0
20180403181083,Travelling,Non-remote,52.0
20180403181083,Working,Non-remote,641.0
20180403181085,Doing housework,Non-remote,0.0
20180403181085,Eating & Drinking,Non-remote,35.0
20180403181085,Exercising,Non-remote,0.0
20180403181085,Sleeping,Non-remote,480.0
20180403181085,Socialising & relaxing,Non-remote,205.0
20180403181085,Travelling,Non-remote,100.0
20180403181085,Working,Non-remote,485.0
20180403181088,Doing housework,Non-remote,0.0
20180403181088,Eating & Drinking,Non-remote,25.0
20180403181088,Exercising,Non-remote,0.0
20180403181088,Sleeping,Non-remote,510.0
20180403181088,Socialising & relaxing,Non-remote,240.0
20180403181088,Travelling,Non-remote,45.0
20180403181088,Working,Non-remote,570.0
20180403181099,Doing housework,Remote,10.0
20180403181099,Eating & Drinking,Remote,25.0
20180403181099,Exercising,Remote,0.0
20180403181099,Sleeping,Remote,555.0
20180403181099,Socialising & relaxing,Remote,190.0
20180403181099,Travelling,Remote,90.0
20180403181099,Working,Remote,415.0
20180403181185,Doing housework,Non-remote,0.0
