TUCASEID,newAct,remote,TUACTDUR24
20180706181581,Eating & Drinking,Non-remote,25.0
20180706181581,Exercising,Non-remote,15.0
20180706181581,Sleeping,Non-remote,480.0
20180706181581,Socialising & relaxing,Non-remote,100.0
20180706181581,Travelling,Non-remote,285.0
20180706181581,Working,Non-remote,470.0
20180706181597,Doing housework,Non-remote,0.0
20180706181597,Eating & Drinking,Non-remote,40.0
20180706181597,Exercising,Non-remote,75.0
20180706181597,Sleeping,Non-remote,420.0
20180706181597,Socialising & relaxing,Non-remote,130.0
20180706181597,Travelling,Non-remote,171.0
20180706181597,Working,Non-remote,429.0
20180706181606,Doing housework,Non-remote,0.0
20180706181606,Eating & Drinking,Non-remote,40.0
20180706181606,Exercising,Non-remote,0.0
20180706181606,Sleeping,Non-remote,535.0
20180706181606,Socialising & relaxing,Non-remote,145.0
20180706181606,Travelling,Non-remote,120.0
20180706181606,Working,Non-remote,490.0
20180706181622,Doing housework,Non-remote,0.0
20180706181622,Eating & Drinking,Non-remote,65.0
20180706181622,Exercising,Non-remote,0.0
20180706181622,Sleeping,Non-remote,415.0
20180706181622,Socialising & relaxing,Non-remote,205.0
20180706181622,Travelling,Non-remote,50.0
20180706181622,Working,Non-remote,575.0
20180706181628,Doing housework,Non-remote,0.0
20180706181628,Eating & Drinking,Non-remote,55.0
20180706181628,Exercising,Non-remote,0.0
20180706181628,Sleeping,Non-remote,505.0
20180706181628,Socialising & relaxing,Non-remote,371.0
20180706181628,Travelling,Non-remote,19.0
20180706181628,Working,Non-remote,445.0
20180706181652,Doing housework,Non-remote,0.0
20180706181652,Eating & Drinking,Non-remote,80.0
20180706181652,Exercising,Non-remote,60.0
20180706181652,Sleeping,Non-remote,420.0
20180706181652,Socialising & relaxing,Non-remote,205.0
20180706181652,Travelling,Non-remote,50.0
20180706181652,Working,Non-remote,410.0
20180706181655,Doing housework,Non-remote,0.0
20180706181655,Eating & Drinking,Non-remote,80.0
20180706181655,Exercising,Non-remote,0.0
20180706181655,Sleeping,Non-remote,407.0
20180706181655,Socialising & relaxing,Non-remote,45.0
20180706181655,Travelling,Non-remote,125.0
20180706181655,Working,Non-remote,650.0
20180706181673,Doing housework,Non-remote,60.0
20180706181673,Eating & Drinking,Non-remote,40.0
20180706181673,Exercising,Non-remote,0.0
20180706181673,Sleeping,Non-remote,565.0
20180706181673,Socialising & relaxing,Non-remote,75.0
20180706181673,Travelling,Non-remote,37.0
20180706181673,Working,Non-remote,518.0
20180706181676,Doing housework,Non-remote,0.0
20180706181676,Eating & Drinking,Non-remote,10.0
20180706181676,Exercising,Non-remote,60.0
20180706181676,Sleeping,Non-remote,570.0
20180706181676,Socialising & relaxing,Non-remote,0.0
20180706181676,Travelling,Non-remote,70.0
20180706181676,Working,Non-remote,620.0
20180706181698,Doing housework,Remote,0.0
20180706181698,Eating & Drinking,Remote,20.0
20180706181698,Exercising,Remote,0.0
20180706181698,Sleeping,Remote,460.0
20180706181698,Socialising & relaxing,Remote,765.0
20180706181698,Travelling,Remote,14.0
20180706181698,Working,Remote,1.0
20180706181738,Doing housework,Non-remote,30.0
20180706181738,Eating & Drinking,Non-remote,90.0
20180706181738,Exercising,Non-remote,0.0
20180706181738,Sleeping,Non-remote,615.0
20180706181738,Socialising & relaxing,Non-remote,80.0
20180706181738,Travelling,Non-remote,105.0
20180706181738,Working,Non-remote,355.0
20180706181753,Doing housework,Non-remote,0.0
20180706181753,Eating & Drinking,Non-remote,45.0
20180706181753,Exercising,Non-remote,0.0
20180706181753,Sleeping,Non-remote,585.0
20180706181753,Socialising & relaxing,Non-remote,0.0
20180706181753,Travelling,Non-remote,120.0
20180706181753,Working,Non-remote,510.0
20180706181766,Doing housework,Non-remote,15.0
20180706181766,Eating & Drinking,Non-remote,75.0
20180706181766,Exercising,Non-remote,0.0
20180706181766,Sleeping,Non-remote,630.0
20180706181766,Socialising & relaxing,Non-remote,119.0
20180706181766,Travelling,Non-remote,124.0
20180706181766,Working,Non-remote,240.0
20180706181767,Doing housework,Remote,125.0
20180706181767,Eating & Drinking,Remote,15.0
20180706181767,Exercising,Remote,105.0
20180706181767,Sleeping,Remote,645.0
20180706181767,Socialising & relaxing,Remote,90.0
20180706181767,Travelling,Remote,0.0
20180706181767,Working,Remote,60.0
20180706181785,Doing housework,Non-remote,0.0
20180706181785,Eating & Drinking,Non-remote,0.0
20180706181785,Exercising,Non-remote,60.0
20180706181785,Sleeping,Non-remote,540.0
20180706181785,Socialising & relaxing,Non-remote,90.0
20180706181785,Travelling,Non-remote,30.0
20180706181785,Working,Non-remote,450.0
20180706181797,Doing housework,Remote,90.0
20180706181797,Eating & Drinking,Remote,115.0
20180706181797,Exercising,Remote,30.0
20180706181797,Sleeping,Remote,495.0
20180706181797,Socialising & relaxing,Remote,225.0
20180706181797,Travelling,Remote,115.0
20180706181797,Working,Remote,50.0
20180706181879,Doing housework,Remote,116.0
20180706181879,Eating & Drinking,Remote,20.0
20180706181879,Exercising,Remote,0.0
20180706181879,Sleeping,Remote,450.0
20180706181879,Socialising & relaxing,Remote,191.0
20180706181879,Travelling,Remote,77.0
20180706181879,Working,Remote,437.0
20180706181891,Doing housework,Non-remote,0.0
20180706181891,Eating & Drinking,Non-remote,100.0
20180706181891,Exercising,Non-remote,0.0
20180706181891,Sleeping,Non-remote,540.0
20180706181891,Socialising & relaxing,Non-remote,180.0
20180706181891,Travelling,Non-remote,40.0
20180706181891,Working,Non-remote,460.0
20180706181927,Doing housework,Non-remote,0.0
20180706181927,Eating & Drinking,Non-remote,40.0
20180706181927,Exercising,Non-remote,0.0
20180706181927,Sleeping,Non-remote,510.0
20180706181927,Socialising & relaxing,Non-remote,265.0
20180706181927,Travelling,Non-remote,30.0
20180706181927,Working,Non-remote,470.0
20180706181943,Doing housework,Non-remote,15.0
20180706181943,Eating & Drinking,Non-remote,140.0
20180706181943,Exercising,Non-remote,30.0
20180706181943,Sleeping,Non-remote,500.0
20180706181943,Socialising & relaxing,Non-remote,130.0
20180706181943,Travelling,Non-remote,105.0
20180706181943,Working,Non-remote,340.0
20180706181953,Doing housework,Non-remote,0.0
20180706181953,Eating & Drinking,Non-remote,20.0
20180706181953,Exercising,Non-remote,0.0
20180706181953,Sleeping,Non-remote,540.0
20180706181953,Socialising & relaxing,Non-remote,335.0
20180706181953,Travelling,Non-remote,45.0
20180706181953,Working,Non-remote,480.0
20180706181957,Doing housework,Non-remote,0.0
20180706181957,Eating & Drinking,Non-remote,50.0
20180706181957,Exercising,Non-remote,0.0
20180706181957,Sleeping,Non-remote,460.0
20180706181957,Socialising & relaxing,Non-remote,0.0
20180706181957,Travelling,Non-remote,60.0
20180706181957,Working,Non-remote,470.0
20180706181976,Doing housework,Non-remote,0.0
20180706181976,Eating & Drinking,Non-remote,0.0
20180706181976,Exercising,Non-remote,53.0
20180706181976,Sleeping,Non-remote,480.0
20180706181976,Socialising & relaxing,Non-remote,240.0
20180706181976,Travelling,Non-remote,4.0
20180706181976,Working,Non-remote,608.0
20180706181977,Doing housework,Remote,0.0
20180706181977,Eating & Drinking,Remote,60.0
20180706181977,Exercising,Remote,0.0
20180706181977,Sleeping,Remote,538.0
20180706181977,Socialising & relaxing,Remote,110.0
20180706181977,Travelling,Remote,30.0
20180706181977,Working,Remote,365.0
20180706181979,Doing housework,Remote,60.0
20180706181979,Eating & Drinking,Remote,40.0
20180706181979,Exercising,Remote,80.0
20180706181979,Sleeping,Remote,540.0
20180706181979,Socialising & relaxing,Remote,285.0
20180706181979,Travelling,Remote,40.0
20180706181979,Working,Remote,240.0
20180706182025,Doing housework,Non-remote,120.0
20180706182025,Eating & Drinking,Non-remote,90.0
20180706182025,Exercising,Non-remote,0.0
20180706182025,Sleeping,Non-remote,500.0
20180706182025,Socialising & relaxing,Non-remote,120.0
20180706182025,Travelling,Non-remote,50.0
20180706182025,Working,Non-remote,470.0
20180706182069,Doing housework,Non-remote,45.0
20180706182069,Eating & Drinking,Non-remote,75.0
20180706182069,Exercising,Non-remote,0.0
20180706182069,Sleeping,Non-remote,475.0
20180706182069,Socialising & relaxing,Non-remote,225.0
20180706182069,Travelling,Non-remote,35.0
20180706182069,Working,Non-remote,465.0
20180706182071,Doing housework,Non-remote,0.0
20180706182071,Eating & Drinking,Non-remote,110.0
20180706182071,Exercising,Non-remote,60.0
20180706182071,Sleeping,Non-remote,405.0
20180706182071,Socialising & relaxing,Non-remote,0.0
20180706182071,Travelling,Non-remote,90.0
20180706182071,Working,Non-remote,760.0
20180706182099,Doing housework,Remote,30.0
20180706182099,Eating & Drinking,Remote,192.0
20180706182099,Exercising,Remote,60.0
20180706182099,Sleeping,Remote,475.0
20180706182099,Socialising & relaxing,Remote,285.0
20180706182099,Travelling,Remote,40.0
20180706182099,Working,Remote,180.0
20180706182110,Doing housework,Remote,0.0
20180706182110,Eating & Drinking,Remote,10.0
20180706182110,Exercising,Remote,0.0
20180706182110,Sleeping,Remote,420.0
20180706182110,Socialising & relaxing,Remote,20.0
20180706182110,Travelling,Remote,245.0
20180706182110,Working,Remote,598.0
20180706182154,Doing housework,Non-remote,25.0
20180706182154,Eating & Drinking,Non-remote,20.0
20180706182154,Exercising,Non-remote,30.0
20180706182154,Sleeping,Non-remote,480.0
20180706182154,Socialising & relaxing,Non-remote,265.0
20180706182154,Travelling,Non-remote,24.0
20180706182154,Working,Non-remote,398.0
20180706182192,Doing housework,Non-remote,0.0
20180706182192,Eating & Drinking,Non-remote,100.0
20180706182192,Exercising,Non-remote,0.0
20180706182192,Sleeping,Non-remote,395.0
20180706182192,Socialising & relaxing,Non-remote,251.0
20180706182192,Travelling,Non-remote,84.0
20180706182192,Working,Non-remote,400.0
20180706182202,Doing housework,Non-remote,0.0
20180706182202,Eating & Drinking,Non-remote,20.0
20180706182202,Exercising,Non-remote,0.0
20180706182202,Sleeping,Non-remote,480.0
20180706182202,Socialising & relaxing,Non-remote,181.0
20180706182202,Travelling,Non-remote,125.0
20180706182202,Working,Non-remote,315.0
20180706182222,Doing housework,Non-remote,0.0
20180706182222,Eating & Drinking,Non-remote,80.0
20180706182222,Exercising,Non-remote,0.0
20180706182222,Sleeping,Non-remote,450.0
20180706182222,Socialising & relaxing,Non-remote,207.0
20180706182222,Travelling,Non-remote,130.0
20180706182222,Working,Non-remote,475.0
20180706182233,Doing housework,Non-remote,0.0
20180706182233,Eating & Drinking,Non-remote,60.0
20180706182233,Exercising,Non-remote,0.0
20180706182233,Sleeping,Non-remote,480.0
20180706182233,Socialising & relaxing,Non-remote,108.0
20180706182233,Travelling,Non-remote,29.0
20180706182233,Working,Non-remote,550.0
20180706182256,Doing housework,Remote,0.0
20180706182256,Eating & Drinking,Remote,70.0
20180706182256,Exercising,Remote,115.0
20180706182256,Sleeping,Remote,480.0
20180706182256,Socialising & relaxing,Remote,275.0
20180706182256,Travelling,Remote,45.0
20180706182256,Working,Remote,120.0
20180706182292,Doing housework,Non-remote,0.0
20180706182292,Eating & Drinking,Non-remote,12.0
20180706182292,Exercising,Non-remote,0.0
20180706182292,Sleeping,Non-remote,460.0
20180706182292,Socialising & relaxing,Non-remote,83.0
20180706182292,Travelling,Non-remote,59.0
20180706182292,Working,Non-remote,650.0
20180706182310,Doing housework,Non-remote,15.0
20180706182310,Eating & Drinking,Non-remote,45.0
20180706182310,Exercising,Non-remote,15.0
20180706182310,Sleeping,Non-remote,480.0
20180706182310,Socialising & relaxing,Non-remote,150.0
20180706182310,Travelling,Non-remote,90.0
20180706182310,Working,Non-remote,465.0
20180706182341,Doing housework,Remote,0.0
20180706182341,Eating & Drinking,Remote,65.0
20180706182341,Exercising,Remote,0.0
20180706182341,Sleeping,Remote,445.0
20180706182341,Socialising & relaxing,Remote,30.0
20180706182341,Travelling,Remote,35.0
20180706182341,Working,Remote,275.0
20180706182351,Doing housework,Non-remote,0.0
20180706182351,Eating & Drinking,Non-remote,60.0
20180706182351,Exercising,Non-remote,0.0
20180706182351,Sleeping,Non-remote,420.0
20180706182351,Socialising & relaxing,Non-remote,311.0
20180706182351,Travelling,Non-remote,40.0
20180706182351,Working,Non-remote,519.0
20180706182427,Doing housework,Remote,0.0
20180706182427,Eating & Drinking,Remote,90.0
20180706182427,Exercising,Remote,0.0
20180706182427,Sleeping,Remote,530.0
20180706182427,Socialising & relaxing,Remote,120.0
20180706182427,Travelling,Remote,130.0
20180706182427,Working,Remote,450.0
20180706182478,Doing housework,Non-remote,60.0
20180706182478,Eating & Drinking,Non-remote,180.0
20180706182478,Exercising,Non-remote,0.0
20180706182478,Sleeping,Non-remote,477.0
20180706182478,Socialising & relaxing,Non-remote,76.0
20180706182478,Travelling,Non-remote,82.0
20180706182478,Working,Non-remote,420.0
20180706182488,Doing housework,Non-remote,0.0
20180706182488,Eating & Drinking,Non-remote,70.0
20180706182488,Exercising,Non-remote,45.0
20180706182488,Sleeping,Non-remote,460.0
20180706182488,Socialising & relaxing,Non-remote,213.0
20180706182488,Travelling,Non-remote,62.0
20180706182488,Working,Non-remote,450.0
20180706182529,Doing housework,Non-remote,30.0
20180706182529,Eating & Drinking,Non-remote,35.0
20180706182529,Exercising,Non-remote,30.0
20180706182529,Sleeping,Non-remote,480.0
20180706182529,Socialising & relaxing,Non-remote,105.0
20180706182529,Travelling,Non-remote,46.0
20180706182529,Working,Non-remote,489.0
20180707180038,Doing housework,Non-remote,0.0
20180707180038,Eating & Drinking,Non-remote,30.0
20180707180038,Exercising,Non-remote,0.0
20180707180038,Sleeping,Non-remote,460.0
20180707180038,Socialising & relaxing,Non-remote,90.0
20180707180038,Travelling,Non-remote,70.0
20180707180038,Working,Non-remote,675.0
20180707180150,Doing housework,Remote,0.0
20180707180150,Eating & Drinking,Remote,50.0
20180707180150,Exercising,Remote,160.0
20180707180150,Sleeping,Remote,420.0
20180707180150,Socialising & relaxing,Remote,280.0
20180707180150,Travelling,Remote,85.0
20180707180150,Working,Remote,60.0
20180707180640,Doing housework,Non-remote,0.0
20180707180640,Eating & Drinking,Non-remote,30.0
20180707180640,Exercising,Non-remote,90.0
20180707180640,Sleeping,Non-remote,555.0
20180707180640,Socialising & relaxing,Non-remote,115.0
20180707180640,Travelling,Non-remote,70.0
20180707180640,Working,Non-remote,485.0
20180707180726,Doing housework,Remote,0.0
20180707180726,Eating & Drinking,Remote,45.0
20180707180726,Exercising,Remote,0.0
20180707180726,Sleeping,Remote,630.0
20180707180726,Socialising & relaxing,Remote,215.0
20180707180726,Travelling,Remote,0.0
20180707180726,Working,Remote,180.0
20180707180761,Doing housework,Non-remote,30.0
20180707180761,Eating & Drinking,Non-remote,50.0
20180707180761,Exercising,Non-remote,0.0
20180707180761,Sleeping,Non-remote,690.0
20180707180761,Socialising & relaxing,Non-remote,350.0
20180707180761,Travelling,Non-remote,55.0
20180707180761,Working,Non-remote,225.0
20180707180870,Doing housework,Non-remote,0.0
20180707180870,Eating & Drinking,Non-remote,55.0
20180707180870,Exercising,Non-remote,120.0
20180707180870,Sleeping,Non-remote,445.0
20180707180870,Socialising & relaxing,Non-remote,120.0
20180707180870,Travelling,Non-remote,40.0
20180707180870,Working,Non-remote,580.0
20180707180873,Doing housework,Non-remote,15.0
20180707180873,Eating & Drinking,Non-remote,55.0
20180707180873,Exercising,Non-remote,0.0
20180707180873,Sleeping,Non-remote,555.0
20180707180873,Socialising & relaxing,Non-remote,205.0
20180707180873,Travelling,Non-remote,55.0
20180707180873,Working,Non-remote,195.0
20180707180889,Doing housework,Non-remote,8.0
20180707180889,Eating & Drinking,Non-remote,25.0
20180707180889,Exercising,Non-remote,0.0
20180707180889,Sleeping,Non-remote,482.0
20180707180889,Socialising & relaxing,Non-remote,180.0
20180707180889,Travelling,Non-remote,79.0
20180707180889,Working,Non-remote,555.0
20180707181035,Doing housework,Non-remote,35.0
20180707181035,Eating & Drinking,Non-remote,0.0
20180707181035,Exercising,Non-remote,45.0
20180707181035,Sleeping,Non-remote,452.0
20180707181035,Socialising & relaxing,Non-remote,262.0
20180707181035,Travelling,Non-remote,76.0
20180707181035,Working,Non-remote,255.0
20180707181087,Doing housework,Non-remote,0.0
20180707181087,Eating & Drinking,Non-remote,75.0
20180707181087,Exercising,Non-remote,60.0
20180707181087,Sleeping,Non-remote,543.0
20180707181087,Socialising & relaxing,Non-remote,18.0
20180707181087,Travelling,Non-remote,74.0
20180707181087,Working,Non-remote,560.0
20180707181140,Doing housework,Remote,15.0
20180707181140,Eating & Drinking,Remote,20.0
20180707181140,Exercising,Remote,0.0
20180707181140,Sleeping,Remote,575.0
20180707181140,Socialising & relaxing,Remote,594.0
20180707181140,Travelling,Remote,40.0
20180707181140,Working,Remote,10.0
20180707181141,Doing housework,Remote,0.0
20180707181141,Eating & Drinking,Remote,45.0
20180707181141,Exercising,Remote,0.0
20180707181141,Sleeping,Remote,379.0
20180707181141,Socialising & relaxing,Remote,339.0
20180707181141,Travelling,Remote,51.0
20180707181141,Working,Remote,476.0
20180707181333,Doing housework,Non-remote,120.0
20180707181333,Eating & Drinking,Non-remote,15.0
20180707181333,Exercising,Non-remote,0.0
20180707181333,Sleeping,Non-remote,510.0
20180707181333,Socialising & relaxing,Non-remote,80.0
20180707181333,Travelling,Non-remote,90.0
20180707181333,Working,Non-remote,495.0
20180707181383,Doing housework,Non-remote,0.0
20180707181383,Eating & Drinking,Non-remote,75.0
20180707181383,Exercising,Non-remote,0.0
20180707181383,Sleeping,Non-remote,450.0
20180707181383,Socialising & relaxing,Non-remote,340.0
20180707181383,Travelling,Non-remote,90.0
20180707181383,Working,Non-remote,465.0
20180707181420,Doing housework,Non-remote,30.0
20180707181420,Eating & Drinking,Non-remote,35.0
20180707181420,Exercising,Non-remote,0.0
20180707181420,Sleeping,Non-remote,643.0
20180707181420,Socialising & relaxing,Non-remote,215.0
20180707181420,Travelling,Non-remote,100.0
20180707181420,Working,Non-remote,300.0
20180707181458,Doing housework,Non-remote,0.0
20180707181458,Eating & Drinking,Non-remote,75.0
20180707181458,Exercising,Non-remote,50.0
20180707181458,Sleeping,Non-remote,432.0
20180707181458,Socialising & relaxing,Non-remote,122.0
20180707181458,Travelling,Non-remote,156.0
20180707181458,Working,Non-remote,507.0
20180707181459,Doing housework,Non-remote,0.0
20180707181459,Eating & Drinking,Non-remote,45.0
20180707181459,Exercising,Non-remote,165.0
20180707181459,Sleeping,Non-remote,270.0
20180707181459,Socialising & relaxing,Non-remote,100.0
20180707181459,Travelling,Non-remote,56.0
20180707181459,Working,Non-remote,530.0
20180707181513,Doing housework,Non-remote,0.0
20180707181513,Eating & Drinking,Non-remote,35.0
20180707181513,Exercising,Non-remote,195.0
20180707181513,Sleeping,Non-remote,479.0
20180707181513,Socialising & relaxing,Non-remote,65.0
20180707181513,Travelling,Non-remote,55.0
20180707181513,Working,Non-remote,550.0
20180707181592,Doing housework,Non-remote,0.0
20180707181592,Eating & Drinking,Non-remote,60.0
20180707181592,Exercising,Non-remote,0.0
20180707181592,Sleeping,Non-remote,430.0
20180707181592,Socialising & relaxing,Non-remote,420.0
20180707181592,Travelling,Non-remote,30.0
20180707181592,Working,Non-remote,330.0
20180707181593,Doing housework,Remote,0.0
20180707181593,Eating & Drinking,Remote,50.0
20180707181593,Exercising,Remote,0.0
20180707181593,Sleeping,Remote,480.0
20180707181593,Socialising & relaxing,Remote,150.0
20180707181593,Travelling,Remote,50.0
20180707181593,Working,Remote,530.0
20180707181689,Doing housework,Non-remote,30.0
20180707181689,Eating & Drinking,Non-remote,95.0
20180707181689,Exercising,Non-remote,0.0
20180707181689,Sleeping,Non-remote,510.0
20180707181689,Socialising & relaxing,Non-remote,230.0
20180707181689,Travelling,Non-remote,45.0
20180707181689,Working,Non-remote,440.0
20180707181902,Doing housework,Non-remote,0.0
20180707181902,Eating & Drinking,Non-remote,60.0
20180707181902,Exercising,Non-remote,0.0
20180707181902,Sleeping,Non-remote,450.0
20180707181902,Socialising & relaxing,Non-remote,200.0
20180707181902,Travelling,Non-remote,118.0
20180707181902,Working,Non-remote,482.0
20180707181932,Doing housework,Non-remote,0.0
20180707181932,Eating & Drinking,Non-remote,70.0
20180707181932,Exercising,Non-remote,0.0
20180707181932,Sleeping,Non-remote,560.0
20180707181932,Socialising & relaxing,Non-remote,75.0
20180707181932,Travelling,Non-remote,60.0
20180707181932,Working,Non-remote,515.0
20180707182042,Doing housework,Non-remote,0.0
20180707182042,Eating & Drinking,Non-remote,15.0
20180707182042,Exercising,Non-remote,0.0
20180707182042,Sleeping,Non-remote,485.0
20180707182042,Socialising & relaxing,Non-remote,0.0
20180707182042,Travelling,Non-remote,75.0
20180707182042,Working,Non-remote,275.0
20180707182054,Doing housework,Non-remote,0.0
20180707182054,Eating & Drinking,Non-remote,5.0
20180707182054,Exercising,Non-remote,0.0
20180707182054,Sleeping,Non-remote,510.0
20180707182054,Socialising & relaxing,Non-remote,345.0
20180707182054,Travelling,Non-remote,68.0
20180707182054,Working,Non-remote,490.0
20180707182084,Doing housework,Non-remote,0.0
20180707182084,Eating & Drinking,Non-remote,60.0
20180707182084,Exercising,Non-remote,0.0
20180707182084,Sleeping,Non-remote,465.0
20180707182084,Socialising & relaxing,Non-remote,230.0
20180707182084,Travelling,Non-remote,50.0
20180707182084,Working,Non-remote,605.0
20180707182116,Doing housework,Non-remote,0.0
20180707182116,Eating & Drinking,Non-remote,105.0
20180707182116,Exercising,Non-remote,0.0
20180707182116,Sleeping,Non-remote,563.0
20180707182116,Socialising & relaxing,Non-remote,145.0
20180707182116,Travelling,Non-remote,30.0
20180707182116,Working,Non-remote,465.0
20180707182195,Doing housework,Non-remote,0.0
20180707182195,Eating & Drinking,Non-remote,105.0
20180707182195,Exercising,Non-remote,0.0
20180707182195,Sleeping,Non-remote,587.0
20180707182195,Socialising & relaxing,Non-remote,212.0
20180707182195,Travelling,Non-remote,168.0
20180707182195,Working,Non-remote,180.0
20180707182256,Doing housework,Non-remote,15.0
20180707182256,Eating & Drinking,Non-remote,105.0
20180707182256,Exercising,Non-remote,0.0
20180707182256,Sleeping,Non-remote,455.0
20180707182256,Socialising & relaxing,Non-remote,270.0
20180707182256,Travelling,Non-remote,210.0
20180707182256,Working,Non-remote,60.0
20180805181999,Doing housework,Non-remote,0.0
20180805181999,Eating & Drinking,Non-remote,55.0
20180805181999,Exercising,Non-remote,65.0
20180805181999,Sleeping,Non-remote,505.0
20180805181999,Socialising & relaxing,Non-remote,182.0
20180805181999,Travelling,Non-remote,105.0
20180805181999,Working,Non-remote,460.0
20180806180144,Doing housework,Non-remote,0.0
20180806180144,Eating & Drinking,Non-remote,70.0
20180806180144,Exercising,Non-remote,0.0
20180806180144,Sleeping,Non-remote,125.0
20180806180144,Socialising & relaxing,Non-remote,242.0
20180806180144,Travelling,Non-remote,45.0
20180806180144,Working,Non-remote,730.0
20180806180523,Doing housework,Non-remote,0.0
20180806180523,Eating & Drinking,Non-remote,110.0
20180806180523,Exercising,Non-remote,60.0
20180806180523,Sleeping,Non-remote,465.0
20180806180523,Socialising & relaxing,Non-remote,55.0
20180806180523,Travelling,Non-remote,90.0
20180806180523,Working,Non-remote,510.0
20180806180608,Doing housework,Non-remote,0.0
20180806180608,Eating & Drinking,Non-remote,100.0
20180806180608,Exercising,Non-remote,0.0
20180806180608,Sleeping,Non-remote,450.0
20180806180608,Socialising & relaxing,Non-remote,70.0
20180806180608,Travelling,Non-remote,105.0
20180806180608,Working,Non-remote,480.0
20180806180624,Doing housework,Non-remote,0.0
20180806180624,Eating & Drinking,Non-remote,90.0
20180806180624,Exercising,Non-remote,0.0
20180806180624,Sleeping,Non-remote,555.0
20180806180624,Socialising & relaxing,Non-remote,30.0
20180806180624,Travelling,Non-remote,30.0
20180806180624,Working,Non-remote,465.0
20180806180654,Doing housework,Non-remote,90.0
20180806180654,Eating & Drinking,Non-remote,75.0
20180806180654,Exercising,Non-remote,30.0
20180806180654,Sleeping,Non-remote,561.0
20180806180654,Socialising & relaxing,Non-remote,30.0
20180806180654,Travelling,Non-remote,8.0
20180806180654,Working,Non-remote,491.0
20180806180670,Doing housework,Non-remote,0.0
20180806180670,Eating & Drinking,Non-remote,10.0
20180806180670,Exercising,Non-remote,0.0
20180806180670,Sleeping,Non-remote,420.0
20180806180670,Socialising & relaxing,Non-remote,117.0
20180806180670,Travelling,Non-remote,126.0
20180806180670,Working,Non-remote,497.0
20180806180722,Doing housework,Non-remote,0.0
20180806180722,Eating & Drinking,Non-remote,15.0
20180806180722,Exercising,Non-remote,0.0
20180806180722,Sleeping,Non-remote,510.0
20180806180722,Socialising & relaxing,Non-remote,225.0
20180806180722,Travelling,Non-remote,60.0
20180806180722,Working,Non-remote,540.0
20180806180832,Doing housework,Non-remote,0.0
20180806180832,Eating & Drinking,Non-remote,30.0
20180806180832,Exercising,Non-remote,0.0
20180806180832,Sleeping,Non-remote,480.0
20180806180832,Socialising & relaxing,Non-remote,390.0
20180806180832,Travelling,Non-remote,55.0
20180806180832,Working,Non-remote,455.0
20180806180933,Doing housework,Non-remote,0.0
20180806180933,Eating & Drinking,Non-remote,50.0
20180806180933,Exercising,Non-remote,0.0
20180806180933,Sleeping,Non-remote,495.0
20180806180933,Socialising & relaxing,Non-remote,164.0
20180806180933,Travelling,Non-remote,120.0
20180806180933,Working,Non-remote,505.0
20180806181008,Doing housework,Non-remote,60.0
20180806181008,Eating & Drinking,Non-remote,0.0
20180806181008,Exercising,Non-remote,0.0
20180806181008,Sleeping,Non-remote,255.0
20180806181008,Socialising & relaxing,Non-remote,280.0
20180806181008,Travelling,Non-remote,115.0
20180806181008,Working,Non-remote,569.0
20180806181042,Doing housework,Non-remote,0.0
20180806181042,Eating & Drinking,Non-remote,40.0
20180806181042,Exercising,Non-remote,0.0
20180806181042,Sleeping,Non-remote,540.0
20180806181042,Socialising & relaxing,Non-remote,282.0
20180806181042,Travelling,Non-remote,130.0
20180806181042,Working,Non-remote,290.0
20180806181049,Doing housework,Non-remote,280.0
20180806181049,Eating & Drinking,Non-remote,145.0
20180806181049,Exercising,Non-remote,0.0
20180806181049,Sleeping,Non-remote,420.0
20180806181049,Socialising & relaxing,Non-remote,160.0
20180806181049,Travelling,Non-remote,52.0
20180806181049,Working,Non-remote,216.0
20180806181067,Doing housework,Non-remote,0.0
20180806181067,Eating & Drinking,Non-remote,60.0
20180806181067,Exercising,Non-remote,0.0
20180806181067,Sleeping,Non-remote,300.0
20180806181067,Socialising & relaxing,Non-remote,20.0
20180806181067,Travelling,Non-remote,220.0
20180806181067,Working,Non-remote,510.0
20180806181146,Doing housework,Non-remote,20.0
20180806181146,Eating & Drinking,Non-remote,20.0
20180806181146,Exercising,Non-remote,0.0
20180806181146,Sleeping,Non-remote,460.0
20180806181146,Socialising & relaxing,Non-remote,150.0
20180806181146,Travelling,Non-remote,130.0
20180806181146,Working,Non-remote,433.0
20180806181198,Doing housework,Non-remote,0.0
20180806181198,Eating & Drinking,Non-remote,30.0
20180806181198,Exercising,Non-remote,0.0
20180806181198,Sleeping,Non-remote,465.0
20180806181198,Socialising & relaxing,Non-remote,240.0
20180806181198,Travelling,Non-remote,30.0
20180806181198,Working,Non-remote,435.0
20180806181470,Doing housework,Remote,0.0
20180806181470,Eating & Drinking,Remote,60.0
20180806181470,Exercising,Remote,0.0
20180806181470,Sleeping,Remote,540.0
20180806181470,Socialising & relaxing,Remote,120.0
20180806181470,Travelling,Remote,60.0
20180806181470,Working,Remote,660.0
20180806181510,Doing housework,Non-remote,0.0
20180806181510,Eating & Drinking,Non-remote,60.0
20180806181510,Exercising,Non-remote,0.0
20180806181510,Sleeping,Non-remote,540.0
20180806181510,Socialising & relaxing,Non-remote,60.0
20180806181510,Travelling,Non-remote,45.0
20180806181510,Working,Non-remote,515.0
20180806181529,Doing housework,Non-remote,30.0
